---
Terrain Height ft Valid 1200 GMT ~Z75~(1200Z)~Z~ Sun 23 11 2014 ~Z75~[12hrFcst from 00Z data]~Z~
Model= RASP Region= UK12+2 Grid= d2 Reskm= 12 Indexs= 1 57 1 90 Proj= lambert 12000 12000 60.0000 60.0000 17.0000 54.2976 -3.4798
Day= 2014 11 23 Sun ValidLST= 1200 GMT ValidZ= 1200 Fcst= 42 Init= 42Param= wrf=HGT Unit= ft Mult= 1 Min= 0 Max= 2470
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 8 15 5 9 0 19 330 358 104 73 511 1276 1670 1446 918 425 268 218 44 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 71 28 0 5 175 453 394 158 233 716 1308 1335 1023 928 1035 993 596 124 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 69 26 0 76 290 520 541 201 155 619 1178 1430 1292 1333 1568 1339 710 226 62 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 16 9 0 35 108 340 509 163 0 204 656 1207 1323 1475 1471 910 493 456 428 255 108 19 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 11 42 25 0 0 49 150 45 14 68 159 421 724 995 910 516 497 761 710 632 584 285 79 31 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 22 59 36 20 21 12 11 13 29 48 35 51 361 729 816 692 761 913 749 701 746 499 275 115 6 1 1 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 12 29 30 42 84 134 116 49 20 21 31 56 181 494 729 779 827 820 684 649 611 428 258 107 27 4 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 10 23 38 63 175 316 253 76 23 10 10 36 90 231 440 636 717 691 614 537 426 284 165 75 51 21 0 0 0 1 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 10 26 47 96 208 255 169 83 30 13 0 10 56 120 298 522 557 500 447 366 273 179 113 63 41 22 7 4 2 2 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 6 21 43 83 130 130 106 101 69 15 0 5 33 83 177 311 328 291 261 220 171 116 76 51 43 34 24 14 8 4 2 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 15 36 67 87 90 90 90 64 21 0 0 10 43 90 158 191 191 169 140 108 72 50 41 44 41 35 21 12 6 2 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 7 21 42 58 63 69 75 59 21 7 1 2 10 34 73 91 89 71 55 39 25 19 24 35 38 34 21 12 6 2 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 3 8 16 25 31 41 45 37 18 7 2 0 4 14 30 37 37 31 25 19 12 9 12 21 24 22 15 9 5 2 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 4 10 21 24 23 15 9 5 2 0 0 0 0 0 0 0 0 0 0 4 11 14 14 10 7 4 2 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 7 10 12 10 8 5 4 1 0 0 0 0 0 0 0 0 0 0 4 6 7 5 4 2 1 0 0 1 1 1 2 2 2
